id,title,subtitle,lat,lng,teaserUrl,category,category_ger,pic_url,loc_name,loc_admin1,loc_admin2,click
idsbbdf249b,Les Bains de Lavey.,Les Bains de Lavey.,46.204382,7.018586,/content/internet/plc/leisure-holidays/de/tagesausflug/les-bains-de-lavey.mapteaser.html,SBB_lh_wellness_relaxation,Wellness_&_Erholung,/content/dam/internet/sharedimages/ff/Bains-de-Lavey.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Saint-Maurice,Valais,Saint-Maurice District,"{'lat': 46.204382, 'lng': 7.018586}"
idsbb271c5d,Achtsamkeitsgarten.,Achtsamkeitsgarten.,47.54974935,7.79171739,/content/internet/plc/leisure-holidays/de/tagesausflug/achtsamkeitsgarten.mapteaser.html,SBB_lh_wellness_relaxation,Wellness_&_Erholung,/content/dam/internet/upload/raw/images/st0052860.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Rheinfelden,Aargau,Bezirk Rheinfelden,"{'lat': 47.54974935, 'lng': 7.79171739}"
idsbb2f4aa3,Kloster Monte Carasso und Kirche San Bernardo.,Kloster Monte Carasso und Kirche San Bernardo.,46.1875856,8.9991688,/content/internet/plc/leisure-holidays/de/tagesausflug/tipp-kloster-monte-carasso.mapteaser.html,SBB_lh_wellness_relaxation,Wellness_&_Erholung,/content/dam/internet/upload/raw/images/conventomonte_carasso.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Monte Carasso,Ticino,Bellinzona District,"{'lat': 46.1875856, 'lng': 8.9991688}"
idsbb1e5b49,Bodensee-Therme Konstanz (D).,Bodensee-Therme Konstanz (D).,47.664559,9.208961,/content/internet/plc/leisure-holidays/de/tagesausflug/thermes-du-lac-de-constance/thermes-du-lac-de-constance-sommer.mapteaser.html,SBB_lh_wellness_relaxation,Wellness_&_Erholung,/content/dam/internet/sharedimages/ff/Bodensee-ThermeKonstanz_Sommer2017_KeyVisual.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bottighofen,Thurgau,Kreuzlingen District,"{'lat': 47.664559, 'lng': 9.208961}"
idsbbceffd9,Mineralbad & Spa Rigi Kaltbad.,Mineralbad & Spa Rigi Kaltbad.,47.0437118,8.4661543,/content/internet/plc/leisure-holidays/de/tagesausflug/mineralbad-und-spa-rigi-kaltbad.mapteaser.html,SBB_lh_wellness_relaxation,Wellness_&_Erholung,/content/dam/internet/upload/raw/images/Mineralbad_Spa_Rigi_Kaltbad.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Weggis,Lucerne,Lucerne-Land District,"{'lat': 47.0437118, 'lng': 8.4661543}"
idsbbd5f1d5,Kraftort Kronberg.,Kraftort Kronberg.,47.2916106,9.328929,/content/internet/plc/leisure-holidays/de/tagesausflug/kraftort-kronberg.mapteaser.html,SBB_lh_wellness_relaxation,Wellness_&_Erholung,/content/dam/internet/upload/raw/images/KraftortKronberg.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Gonten,Appenzell Innerrhoden,Appenzell Inner Rhodes,"{'lat': 47.2916106, 'lng': 9.328929}"
idsbbf9347e,Engstligenfälle.,Engstligenfälle.,46.4927213,7.5587618,/content/internet/plc/leisure-holidays/de/tagesausflug/engstligenfaelle.mapteaser.html,SBB_lh_wellness_relaxation,Wellness_&_Erholung,/content/dam/internet/upload/raw/images/Engstligenfaelle.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Adelboden,Bern,Frutigen-Niedersimmental District,"{'lat': 46.4927213, 'lng': 7.5587618}"
idsbb2ab01b,Thermalbad & Spa Zürich.,Thermalbad & Spa Zürich.,47.3648216,8.525034,/content/internet/plc/leisure-holidays/de/tagesausflug/thermalbad-spa-zuerich.mapteaser.html,SBB_lh_wellness_relaxation,Wellness_&_Erholung,/content/dam/internet/upload/raw/images/Thermalbad-Spa-Zurich_Key-Visual.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Zuerich (Kreis 4) / Werd,Zurich,Bezirk Zuerich,"{'lat': 47.3648216, 'lng': 8.525034}"
idsbbe6e6d6,"Hammam Basar+Salon, Zürich.","Hammam Basar+Salon, Zürich.",47.3569902,8.558633,/content/internet/plc/leisure-holidays/de/tagesausflug/hammam-basar-salon-zuerich.mapteaser.html,SBB_lh_wellness_relaxation,Wellness_&_Erholung,/content/dam/internet/upload/raw/images/hammam_basar.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Zuerich (Kreis 8) / Muehlebach,Zurich,Bezirk Zuerich,"{'lat': 47.3569902, 'lng': 8.558633}"
idsbbff153c,Wanderparadies Brienzer Rothorn.,Wanderparadies Brienzer Rothorn.,46.7871,8.04701,/content/internet/plc/leisure-holidays/de/tagesausflug/spektakulaere-hoehenwanderung.mapteaser.html,SBB_lh_hiking,Wandern,/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Brienz,Bern,Interlaken-Oberhasli District,"{'lat': 46.7871, 'lng': 8.04701}"
idsbb74282e,Sardona-Welterbe-Weg.,Sardona-Welterbe-Weg.,47.1219729,9.1257621,/content/internet/plc/leisure-holidays/de/tagesausflug/sardona-welterbe-weg.mapteaser.html,SBB_lh_hiking,Wandern,/content/dam/internet/upload/raw/images/welterbe_sardona-tkvtr1a1974.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Amden,Saint Gallen,Wahlkreis See-Gaster,"{'lat': 47.1219729, 'lng': 9.1257621}"
idsbb61b411,Evolution – Kletterzentrum.,Evolution – Kletterzentrum.,46.0656774,8.924762,/content/internet/plc/leisure-holidays/de/tagesausflug/evolution-kletterzentrum.mapteaser.html,SBB_lh_hiking,Wandern,/content/dam/internet/upload/raw/images/Evolution_center.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Gravesano,Ticino,Lugano District,"{'lat': 46.0656774, 'lng': 8.924762}"
idsbb2e052b,Lötschberger Südrampe.,Lötschberger Südrampe.,46.3187919,7.7558676,/content/internet/plc/leisure-holidays/de/tagesausflug/loetschberger-suedrampe.mapteaser.html,SBB_lh_hiking,Wandern,/content/dam/internet/upload/raw/images/LoetschbergerSuedrampe.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Gampel,Valais,Leuk District,"{'lat': 46.3187919, 'lng': 7.7558676}"
idsbb213672,Schabziger® Höhenweg.,Schabziger® Höhenweg.,47.0987518,9.0699376,/content/internet/plc/leisure-holidays/de/tagesausflug/schabziger-hoehenweg.mapteaser.html,SBB_lh_hiking,Wandern,/content/dam/internet/upload/raw/images/Schabziger_Hoehenweg.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Nafels,Glarus,Glarus,"{'lat': 47.0987518, 'lng': 9.0699376}"
idsbb837201,Lötschberger Nordrampe.,Lötschberger Nordrampe.,46.4975866,7.6756638,/content/internet/plc/leisure-holidays/de/tagesausflug/loetschberger-nordrampe.mapteaser.html,SBB_lh_hiking,Wandern,/content/dam/internet/upload/raw/images/Lotschberger_Nordrampe.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Kandersteg,Bern,Frutigen-Niedersimmental District,"{'lat': 46.4975866, 'lng': 7.6756638}"
idsbba35943,"Wandern auf Motta Naluns, Scuol.","Wandern auf Motta Naluns, Scuol.",46.7938108,10.2867592,/content/internet/plc/leisure-holidays/de/tagesausflug/wandern-auf-motta-naluns-scuol.mapteaser.html,SBB_lh_hiking,Wandern,/content/dam/internet/upload/raw/images/2017_07_05_d3a0150andreabadrutt.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Scuol,Grisons,Inn District,"{'lat': 46.7938108, 'lng': 10.2867592}"
idsbbcbbd47,Sörenberg–Kemmeriboden-Bad.,Sörenberg–Kemmeriboden-Bad.,46.8020805,7.9352214,/content/internet/plc/leisure-holidays/de/tagesausflug/soerenberg-kemmeriboden-bad.mapteaser.html,SBB_lh_hiking,Wandern,/content/dam/internet/upload/raw/images/Soerenberg-Kemmeriboden-Bad.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Wald,Bern,Emmental District,"{'lat': 46.8020805, 'lng': 7.9352214}"
idsbbd24494,Die Surenenpass-Wanderung.,Die Surenenpass-Wanderung.,46.8364,8.54576,/content/internet/plc/leisure-holidays/de/tagesausflug/die-surenenpass-wanderung.mapteaser.html,SBB_lh_hiking,Wandern,/content/dam/internet/sharedimages/ff/sommerwelle18/sommer-aktiv/Surenenpass-Wanderung.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Seedorf,Uri,Uri,"{'lat': 46.8364, 'lng': 8.54576}"
